trade_date,underlying,contract_month,underlying_price,gamma_regime,call_wall,put_wall,price_wall,gex_flip,call_wall_distance,put_wall_distance,price_wall_distance,gamma_flip_distance,nearest_wall,nearest_wall_value,nearest_wall_distance,spot_position_band,upside_room_to_call_wall,downside_room_to_put_wall,spot_position_comment
2026-07-13,上证50ETF华夏,12月,3.011,Positive Gamma,3.0,2.8,3.0,3.1,-0.0036532713384258564,-0.07007638658253079,-0.0036532713384258564,0.029558286283626778,call_wall,3.0,-0.0036532713384258564,between_price_wall_and_gex_flip,-0.0036532713384258564,-0.07007638658253079,现价距离最近关键位 call_wall 约 -0.37%，该关键位在现价下方。 距离小于 1%，存在墙位吸附或短线争夺的可能。 当前为 Positive Gamma，结构上更倾向于围绕关键位震荡。
2026-07-13,上证50ETF华夏,7月,3.011,Positive Gamma,3.1,3.0,3.0,3.1,0.029558286283626778,-0.0036532713384258564,-0.0036532713384258564,0.029558286283626778,put_wall,3.0,-0.0036532713384258564,between_put_wall_and_call_wall,0.029558286283626778,-0.0036532713384258564,现价距离最近关键位 put_wall 约 -0.37%，该关键位在现价下方。 距离小于 1%，存在墙位吸附或短线争夺的可能。 当前为 Positive Gamma，结构上更倾向于围绕关键位震荡。
2026-07-13,上证50ETF华夏,8月,3.011,Positive Gamma,3.1,3.0,3.1,3.2,0.029558286283626778,-0.0036532713384258564,0.029558286283626778,0.06276984390567919,put_wall,3.0,-0.0036532713384258564,between_put_wall_and_call_wall,0.029558286283626778,-0.0036532713384258564,现价距离最近关键位 put_wall 约 -0.37%，该关键位在现价下方。 距离小于 1%，存在墙位吸附或短线争夺的可能。 当前为 Positive Gamma，结构上更倾向于围绕关键位震荡。
2026-07-13,上证50ETF华夏,9月,3.011,Positive Gamma,3.1,2.65,3.1,3.3,0.029558286283626778,-0.11989372301560952,0.029558286283626778,0.0959814015277316,call_wall,3.1,0.029558286283626778,between_put_wall_and_call_wall,0.029558286283626778,-0.11989372301560952,现价距离最近关键位 call_wall 约 2.96%，该关键位在现价上方。 当前为 Positive Gamma，结构上更倾向于围绕关键位震荡。
2026-07-13,中证500ETF南方,12月,8.292,Positive Gamma,8.5,7.25,8.5,8.5,0.025084418716835533,-0.12566328991799325,0.025084418716835533,0.025084418716835533,call_wall,8.5,0.025084418716835533,between_put_wall_and_call_wall,0.025084418716835533,-0.12566328991799325,现价距离最近关键位 call_wall 约 2.51%，该关键位在现价上方。 当前为 Positive Gamma，结构上更倾向于围绕关键位震荡。
2026-07-13,中证500ETF南方,7月,8.292,Positive Gamma,8.75,8.25,8.5,9.25,0.055233960443801244,-0.005065123010130179,0.025084418716835533,0.11553304389773289,put_wall,8.25,-0.005065123010130179,between_put_wall_and_price_wall,0.055233960443801244,-0.005065123010130179,现价距离最近关键位 put_wall 约 -0.51%，该关键位在现价下方。 距离小于 1%，存在墙位吸附或短线争夺的可能。 当前为 Positive Gamma，结构上更倾向于围绕关键位震荡。
2026-07-13,中证500ETF南方,8月,8.292,Positive Gamma,9.0,8.25,8.5,9.0,0.08538350217076696,-0.005065123010130179,0.025084418716835533,0.08538350217076696,put_wall,8.25,-0.005065123010130179,between_put_wall_and_price_wall,0.08538350217076696,-0.005065123010130179,现价距离最近关键位 put_wall 约 -0.51%，该关键位在现价下方。 距离小于 1%，存在墙位吸附或短线争夺的可能。 当前为 Positive Gamma，结构上更倾向于围绕关键位震荡。
2026-07-13,中证500ETF南方,9月,8.292,Negative Gamma,8.5,6.75,8.5,,0.025084418716835533,-0.18596237337192478,0.025084418716835533,,call_wall,8.5,0.025084418716835533,between_put_wall_and_call_wall,0.025084418716835533,-0.18596237337192478,现价距离最近关键位 call_wall 约 2.51%，该关键位在现价上方。 当前为 Negative Gamma，若脱离关键位，波动放大风险更高。
2026-07-13,中证500ETF嘉实,12月,3.304,Positive Gamma,3.2,3.2,3.2,,-0.03147699757869238,-0.03147699757869238,-0.03147699757869238,,call_wall,3.2,-0.03147699757869238,above_all_key_levels_last_put_wall,-0.03147699757869238,-0.03147699757869238,现价距离最近关键位 call_wall 约 -3.15%，该关键位在现价下方。 当前为 Positive Gamma，结构上更倾向于围绕关键位震荡。
2026-07-13,中证500ETF嘉实,7月,3.304,Positive Gamma,3.4,3.3,3.4,3.5,0.029055690072639306,-0.001210653753026647,0.029055690072639306,0.05932203389830515,put_wall,3.3,-0.001210653753026647,between_put_wall_and_call_wall,0.029055690072639306,-0.001210653753026647,现价距离最近关键位 put_wall 约 -0.12%，该关键位在现价下方。 距离小于 1%，存在墙位吸附或短线争夺的可能。 当前为 Positive Gamma，结构上更倾向于围绕关键位震荡。
2026-07-13,中证500ETF嘉实,8月,3.304,Positive Gamma,3.5,3.3,3.4,3.4,0.05932203389830515,-0.001210653753026647,0.029055690072639306,0.029055690072639306,put_wall,3.3,-0.001210653753026647,between_put_wall_and_gex_flip,0.05932203389830515,-0.001210653753026647,现价距离最近关键位 put_wall 约 -0.12%，该关键位在现价下方。 距离小于 1%，存在墙位吸附或短线争夺的可能。 当前为 Positive Gamma，结构上更倾向于围绕关键位震荡。
2026-07-13,中证500ETF嘉实,9月,3.304,Positive Gamma,3.9,2.8,3.3,3.9,0.18038740920096852,-0.15254237288135597,-0.001210653753026647,0.18038740920096852,price_wall,3.3,-0.001210653753026647,between_price_wall_and_call_wall,0.18038740920096852,-0.15254237288135597,现价距离最近关键位 price_wall 约 -0.12%，该关键位在现价下方。 距离小于 1%，存在墙位吸附或短线争夺的可能。 当前为 Positive Gamma，结构上更倾向于围绕关键位震荡。
2026-07-13,创业板ETF易方达,12月,3.751,Positive Gamma,3.9,3.2,3.9,4.3,0.039722740602506024,-0.14689416155691803,0.039722740602506024,0.1463609704078912,call_wall,3.9,0.039722740602506024,between_put_wall_and_call_wall,0.039722740602506024,-0.14689416155691803,现价距离最近关键位 call_wall 约 3.97%，该关键位在现价上方。 当前为 Positive Gamma，结构上更倾向于围绕关键位震荡。
2026-07-13,创业板ETF易方达,7月,3.751,Positive Gamma,4.0,3.7,3.9,4.4,0.06638229805385243,-0.013596374300186564,0.039722740602506024,0.1730205278592376,put_wall,3.7,-0.013596374300186564,between_put_wall_and_price_wall,0.06638229805385243,-0.013596374300186564,现价距离最近关键位 put_wall 约 -1.36%，该关键位在现价下方。 当前为 Positive Gamma，结构上更倾向于围绕关键位震荡。
2026-07-13,创业板ETF易方达,8月,3.751,Positive Gamma,4.0,3.5,3.8,4.7,0.06638229805385243,-0.06691548920287915,0.013063183151159619,0.2529992002132766,price_wall,3.8,0.013063183151159619,between_put_wall_and_price_wall,0.06638229805385243,-0.06691548920287915,现价距离最近关键位 price_wall 约 1.31%，该关键位在现价上方。 当前为 Positive Gamma，结构上更倾向于围绕关键位震荡。
2026-07-13,创业板ETF易方达,9月,3.751,Negative Gamma,3.9,2.9,3.9,,0.039722740602506024,-0.22687283391095703,0.039722740602506024,,call_wall,3.9,0.039722740602506024,between_put_wall_and_call_wall,0.039722740602506024,-0.22687283391095703,现价距离最近关键位 call_wall 约 3.97%，该关键位在现价上方。 当前为 Negative Gamma，若脱离关键位，波动放大风险更高。
2026-07-13,沪深300ETF华泰柏瑞,12月,4.744,Positive Gamma,5.0,4.5,4.9,5.0,0.053962900505902134,-0.05143338954468801,0.03288364249578435,0.053962900505902134,price_wall,4.9,0.03288364249578435,between_put_wall_and_price_wall,0.053962900505902134,-0.05143338954468801,现价距离最近关键位 price_wall 约 3.29%，该关键位在现价上方。 当前为 Positive Gamma，结构上更倾向于围绕关键位震荡。
2026-07-13,沪深300ETF华泰柏瑞,7月,4.744,Positive Gamma,4.9,4.7,4.9,4.9,0.03288364249578435,-0.009274873524451888,0.03288364249578435,0.03288364249578435,put_wall,4.7,-0.009274873524451888,between_put_wall_and_call_wall,0.03288364249578435,-0.009274873524451888,现价距离最近关键位 put_wall 约 -0.93%，该关键位在现价下方。 距离小于 1%，存在墙位吸附或短线争夺的可能。 当前为 Positive Gamma，结构上更倾向于围绕关键位震荡。
2026-07-13,沪深300ETF华泰柏瑞,8月,4.744,Positive Gamma,5.0,4.6,4.9,5.0,0.053962900505902134,-0.030354131534570006,0.03288364249578435,0.053962900505902134,put_wall,4.6,-0.030354131534570006,between_put_wall_and_price_wall,0.053962900505902134,-0.030354131534570006,现价距离最近关键位 put_wall 约 -3.04%，该关键位在现价下方。 当前为 Positive Gamma，结构上更倾向于围绕关键位震荡。
2026-07-13,沪深300ETF华泰柏瑞,9月,4.744,Positive Gamma,5.0,4.1,4.9,5.25,0.053962900505902134,-0.13575042158516026,0.03288364249578435,0.10666104553119737,price_wall,4.9,0.03288364249578435,between_put_wall_and_price_wall,0.053962900505902134,-0.13575042158516026,现价距离最近关键位 price_wall 约 3.29%，该关键位在现价上方。 当前为 Positive Gamma，结构上更倾向于围绕关键位震荡。
2026-07-13,沪深300ETF嘉实,12月,4.949,Positive Gamma,5.25,4.6,4.8,5.25,0.06082036775106081,-0.07051929682764202,-0.030107092341887243,0.06082036775106081,price_wall,4.8,-0.030107092341887243,between_price_wall_and_call_wall,0.06082036775106081,-0.07051929682764202,现价距离最近关键位 price_wall 约 -3.01%，该关键位在现价下方。 当前为 Positive Gamma，结构上更倾向于围绕关键位震荡。
2026-07-13,沪深300ETF嘉实,7月,4.949,Positive Gamma,5.0,5.0,5.0,5.25,0.010305112143867534,0.010305112143867534,0.010305112143867534,0.06082036775106081,call_wall,5.0,0.010305112143867534,below_all_key_levels_next_call_wall,0.010305112143867534,0.010305112143867534,现价距离最近关键位 call_wall 约 1.03%，该关键位在现价上方。 当前为 Positive Gamma，结构上更倾向于围绕关键位震荡。
2026-07-13,沪深300ETF嘉实,8月,4.949,Positive Gamma,5.0,5.0,5.0,5.0,0.010305112143867534,0.010305112143867534,0.010305112143867534,0.010305112143867534,call_wall,5.0,0.010305112143867534,below_all_key_levels_next_call_wall,0.010305112143867534,0.010305112143867534,现价距离最近关键位 call_wall 约 1.03%，该关键位在现价上方。 当前为 Positive Gamma，结构上更倾向于围绕关键位震荡。
2026-07-13,沪深300ETF嘉实,9月,4.949,Positive Gamma,5.25,4.2,5.0,6.0,0.06082036775106081,-0.15134370579915124,0.010305112143867534,0.21236613457264109,price_wall,5.0,0.010305112143867534,between_put_wall_and_price_wall,0.06082036775106081,-0.15134370579915124,现价距离最近关键位 price_wall 约 1.03%，该关键位在现价上方。 当前为 Positive Gamma，结构上更倾向于围绕关键位震荡。
